Employee_ID,Department,Age,Gender,Years_At_Company,Job_Level,Weekly_Hours,Training_Hours,Projects_Completed,Attendance_Rate,Engagement_Score,Salary_Hike_Pct,Prev_Rating_1,Prev_Rating_2,Performance_Score,Attrition_Risk
EMP1459,Data Science,46,Female,2,1,55,59,1,0.9474455354499653,3.6231092071367206,23,0,0,Low,0.10419206203586394
EMP1460,Engineering,41,Female,5,5,40,25,6,0.9399426154308674,3.566479994857636,9,1,1,Medium,0.06710260113888487
EMP1461,Marketing,23,Male,6,1,37,42,1,0.8492541468206347,1.8379448908783989,8,1,1,Low,0.6330149949391939
EMP1462,Finance,27,Female,4,4,54,11,2,0.9806815511725586,1.1215896592461045,17,1,0,Low,0.7283739433701409
EMP1463,Engineering,38,Female,14,2,40,23,5,0.8208742916165659,2.7344903476066955,22,1,1,Medium,0.004687854330331131
EMP1464,Sales,46,Female,13,4,41,10,2,0.9965376479182652,3.278047477377685,16,1,1,Low,0.018373349986600424
EMP1465,Sales,49,Non-Binary,3,4,35,99,1,0.972049562195493,4.506421113482394,19,0,1,Medium,0.0
EMP1466,Engineering,23,Male,7,3,57,67,6,0.937579729095815,4.712867182590378,13,0,1,Medium,0.47356807637597337
EMP1467,Sales,56,Male,2,3,35,98,8,0.9877499776559666,3.1152208726270656,8,1,1,High,0.0
EMP1468,Data Science,58,Female,13,4,39,25,8,0.9444622336647416,4.015213935074179,9,2,0,High,0.04367677511104973
EMP1469,Data Science,26,Female,11,2,40,88,8,0.8380913994060092,2.7572130893119877,13,1,2,Medium,0.011423264450235612
EMP1470,Engineering,22,Male,14,4,47,99,6,0.8884312276225623,3.984328626291572,17,1,1,High,0.0
EMP1471,Finance,33,Male,6,3,36,56,3,0.8143006048663272,1.8192060997566677,14,1,1,Low,0.5903638714411777
EMP1472,Finance,57,Male,13,2,49,53,1,0.8779314844576231,2.4842589392141257,20,1,1,Low,0.11346104949547732
EMP1473,Engineering,44,Male,4,4,49,89,2,0.9483206039474418,3.536911995254459,17,0,1,Medium,0.0
EMP1474,Finance,52,Female,6,5,47,23,5,0.8772886701861635,1.0726318624283153,8,0,2,Low,0.5415506567205602
EMP1475,Finance,32,Female,4,5,59,33,5,0.8660588350936269,3.889845241355816,17,1,1,Medium,0.3627743479874295
EMP1476,Data Science,31,Male,4,4,48,64,1,0.9190711445020624,4.342142005072667,12,1,0,Medium,0.0
EMP1477,Finance,24,Male,4,2,56,24,1,0.974440905799779,2.5965666443758058,17,0,2,Low,0.5773306730101282
EMP1478,HR,35,Male,9,4,41,92,9,0.8095166385092225,2.7917696687086573,19,1,1,High,0.09221734565070863
EMP1479,Marketing,37,Male,7,4,48,81,2,0.8770940869399471,4.4051288488661235,24,2,1,Medium,0.0
EMP1480,Sales,31,Female,3,3,58,43,7,0.8316481483630526,4.102618541304134,24,1,1,Medium,0.5023702336590099
EMP1481,HR,50,Non-Binary,3,5,44,11,4,0.9390708501463739,2.1525979561335,17,1,1,Low,0.3537854951326482
EMP1482,Finance,31,Female,6,3,51,36,7,0.821144912086227,2.295904426246156,9,2,0,Medium,0.08549446510561495
EMP1483,Data Science,33,Male,6,3,48,83,8,0.9329615517160489,3.7155129295623865,10,2,1,High,0.05344685350685111
EMP1484,Engineering,51,Female,4,4,42,96,5,0.8572361741595815,3.252792369792645,9,1,1,Medium,0.03268322094835203
EMP1485,Finance,22,Female,9,3,38,81,1,0.8397833627474449,1.6489182843859878,17,1,0,Low,0.6865358709050071
EMP1486,Data Science,26,Female,4,5,50,32,4,0.9872705115649971,2.2397196369166656,9,0,1,Medium,0.00893607385962395
EMP1487,Marketing,41,Male,9,3,58,77,3,0.8037049153491912,4.599933107514616,17,1,1,Medium,0.49845698459571985
EMP1488,Finance,29,Male,4,5,47,23,5,0.8875554543779138,3.7526977468890537,24,1,1,Medium,0.06141058052896843
EMP1489,Engineering,33,Male,2,3,56,72,6,0.8043253984923588,4.943897270742077,12,0,0,Medium,0.36401595392196123
EMP1490,Data Science,22,Male,2,5,59,74,2,0.8967186096208658,4.068050119923077,13,1,1,Medium,0.4895850880102806
EMP1491,Data Science,41,Male,5,3,54,77,7,0.9002094755588836,4.767897728574361,23,0,1,Medium,0.009148000597756854
EMP1492,Data Science,49,Male,4,3,52,72,3,0.8643324942789494,1.8647542954819016,24,1,1,Medium,0.3893867992387684
EMP1493,Marketing,58,Female,7,2,48,99,1,0.8264323555050048,4.0859394992677025,19,1,1,Medium,0.0
EMP1494,Finance,58,Female,14,5,52,90,3,0.875277507546895,1.0808700805911897,14,1,1,Medium,0.41660188478745724
EMP1495,Marketing,33,Male,11,5,39,96,9,0.9344525879865132,3.6830400868461357,15,0,1,High,0.09964626154129835
EMP1496,Sales,58,Male,5,5,43,73,6,0.9564791617288918,2.8771291124809655,9,0,0,Medium,0.08889400055930374
EMP1497,Sales,49,Female,6,1,37,41,6,0.9061501204776284,2.3870402876802745,13,1,1,Medium,0.035339379745895676
EMP1498,Finance,36,Female,10,3,42,88,4,0.9179668788879511,4.449617409172356,15,2,1,Medium,0.05996436407250353
EMP1499,Marketing,27,Female,4,5,54,22,8,0.8401232742249306,4.417070770630122,23,0,2,Medium,0.1271696791522558
EMP1500,Engineering,41,Non-Binary,13,1,56,75,5,0.8574660666455299,1.0892068195945743,6,1,1,Medium,0.7850033708829139
EMP1501,Data Science,35,Female,12,2,44,28,7,0.8323791220104717,3.438020489797724,10,2,1,Medium,0.0
EMP1502,Data Science,23,Non-Binary,2,5,56,33,9,0.8498590700009223,2.4713288972838257,5,0,1,Medium,0.5301129852178573
EMP1503,Finance,30,Male,13,5,53,97,5,0.8449773560451064,2.6626440060017966,7,2,2,Medium,0.0
EMP1504,Sales,58,Male,10,1,55,20,5,0.9038897572782475,4.328162956875104,7,1,1,Medium,0.0
EMP1505,Sales,41,Male,9,3,37,68,4,0.912537751158146,2.239359086110713,18,1,1,Medium,0.0
EMP1506,Data Science,47,Male,10,2,45,95,6,0.9889894841643009,4.772195242550481,24,1,2,High,0.057128305316429644
EMP1507,Finance,50,Male,7,5,45,24,2,0.8391141294203046,1.718535305488563,9,1,0,Low,0.43785473754477794
EMP1508,Marketing,22,Female,4,3,51,19,3,0.9283351420322992,3.650889693472711,21,1,0,Medium,0.0
EMP1509,Sales,56,Female,3,2,50,50,1,0.9634518537975045,3.688420268055059,19,2,0,Medium,0.05882367945150588
EMP1510,Marketing,27,Female,10,4,41,36,2,0.9120482927566105,2.008780645711673,10,1,1,Low,0.27219212524083725
EMP1511,Sales,58,Male,14,4,38,69,2,0.8510007305002152,2.299002435868808,18,1,0,Medium,0.0
EMP1512,Sales,26,Female,3,2,57,82,8,0.852510046004,4.339193970319762,18,1,2,High,0.38658466730075947
EMP1513,HR,54,Female,9,1,53,61,8,0.8078506106142,4.04722101981981,21,1,1,High,0.0
EMP1514,Sales,35,Male,5,2,46,37,2,0.8610888453096963,2.3163835212590382,12,1,0,Low,0.14516032121888173
EMP1515,Engineering,33,Female,13,2,49,74,6,0.948920735800676,3.1358261877397355,12,1,1,Medium,0.026621526015290706
EMP1516,Finance,41,Male,3,1,45,26,5,0.8095035514414222,1.2467211850123818,23,1,1,Low,0.5498353321203543
EMP1517,Finance,45,Male,5,1,39,53,3,0.8438590565009662,1.834983529594517,13,1,1,Low,0.5755784959824332
EMP1518,Marketing,55,Female,2,3,39,19,5,0.9412464997063564,2.9432822354415964,15,1,1,Medium,0.0
EMP1519,Sales,46,Male,11,3,49,72,5,0.9565303125645753,1.3438949411168464,17,2,1,Medium,0.5132956164806137
EMP1520,Engineering,50,Male,4,1,52,91,5,0.8910636820123857,4.3733294195677495,17,1,0,Medium,0.05100665931710657
EMP1521,Marketing,52,Female,10,4,45,56,3,0.9396148676957298,3.8720248404305915,23,0,1,Medium,0.07929053718372019
EMP1522,HR,44,Female,2,4,46,47,3,0.8775904337309784,4.774534682593979,23,1,1,Medium,0.12904253246168623
EMP1523,Marketing,59,Male,2,2,36,79,4,0.8319826490048255,3.7738676238561086,9,1,1,Medium,0.0
EMP1524,Marketing,41,Male,12,5,54,85,7,0.8796298987045813,4.761605489048742,20,1,1,High,0.0
EMP1525,Sales,44,Male,8,2,49,62,2,0.9159935640406286,3.21805022276386,13,2,1,Medium,0.0
EMP1526,HR,37,Female,1,2,54,87,4,0.989610656370578,3.4008744442478775,24,1,2,Medium,0.31404229101022374
EMP1527,Marketing,29,Male,14,5,38,53,4,0.8137501904177356,4.9078842185050435,7,1,1,Medium,0.0
EMP1528,Engineering,42,Male,7,1,56,83,1,0.9014788187689922,3.5685165874570415,23,1,0,Medium,0.5038727899914912
EMP1529,Engineering,22,Female,5,4,52,63,8,0.8657839556421449,1.1231462754429864,9,0,1,Medium,0.2761838855664541
EMP1530,Finance,29,Female,11,2,40,29,1,0.901662338855339,3.895211106522093,12,1,2,Low,0.29963884256430096
EMP1531,HR,50,Male,8,5,57,88,8,0.8047950894753064,4.621874768549663,18,2,1,High,0.5857590876649665
EMP1532,HR,53,Female,1,3,53,40,7,0.8626050709403164,4.182320999177307,7,1,1,Medium,0.0
EMP1533,Finance,59,Female,11,2,45,16,9,0.963973629505401,3.3353330905016905,17,0,1,Medium,0.0
EMP1534,Marketing,26,Male,7,4,58,67,8,0.9107883467709276,3.6852140523740653,15,1,1,High,0.3861203599054464
EMP1535,HR,43,Male,5,1,36,19,5,0.8901164985632235,4.960767157006687,12,1,2,Medium,0.0
EMP1536,Engineering,55,Female,4,2,42,19,8,0.857105014343068,1.3626483540373533,23,1,0,Medium,0.3962113298978158
EMP1537,Engineering,22,Male,7,2,45,48,3,0.8596085045582712,3.668979314532958,14,2,1,Medium,0.08209671393129958
EMP1538,Sales,47,Female,10,5,39,37,7,0.876620286718117,2.1335907782823753,22,1,1,Medium,0.0
EMP1539,HR,31,Male,2,3,52,39,4,0.9671141419929121,3.5603615863446803,22,2,1,Medium,0.0
EMP1540,Marketing,51,Male,12,3,57,46,5,0.9934426413616537,3.430494303535755,11,1,2,Medium,0.45275681161120335
EMP1541,Finance,39,Male,1,1,52,76,9,0.887731076270075,1.6138273284326483,20,1,1,Medium,0.46040248469495526
EMP1542,Finance,38,Male,1,4,48,52,7,0.8786705677495524,1.8269865829609566,10,1,1,Medium,0.23400944374948174
EMP1543,Marketing,47,Male,11,1,56,88,4,0.9693101551639726,3.486518312172854,20,0,1,Medium,0.40888229622787886
EMP1544,Data Science,29,Male,12,2,44,94,6,0.8853810641272607,1.5129197892150965,20,2,1,Medium,0.6435985124229244
EMP1545,Sales,33,Female,1,2,37,61,7,0.9104036344591303,2.0607235005212914,5,0,1,Medium,0.0
EMP1546,Finance,48,Non-Binary,12,3,43,65,9,0.8461883329197489,4.34098219095201,23,1,1,High,0.0
EMP1547,HR,29,Female,5,4,37,85,4,0.948700507155815,2.3083660240065544,7,2,1,Medium,0.1941746122051703
EMP1548,Sales,46,Female,10,5,45,77,3,0.9063976636541564,2.9522406250786517,10,1,1,Medium,0.11041751565436755
EMP1549,HR,25,Male,7,4,46,18,8,0.9618069100480684,4.764561340583361,8,2,1,High,0.0
EMP1550,Engineering,54,Non-Binary,2,2,46,32,1,0.9561465460057339,1.9085963553477852,8,1,2,Low,0.6206135379622605
EMP1551,Sales,22,Male,10,5,37,72,9,0.8430009536540057,2.5585040694320416,8,1,1,High,0.0
EMP1552,Finance,40,Female,8,4,55,70,1,0.9431271101115525,3.4258311021741825,14,2,1,Medium,0.0
EMP1553,Sales,52,Non-Binary,4,4,41,49,2,0.9600108815902743,4.021355718015888,13,0,1,Medium,0.0
EMP1554,Sales,37,Female,12,5,48,53,8,0.8692214481564791,4.60661354685082,12,2,1,High,0.0
EMP1555,Sales,35,Non-Binary,3,2,58,95,9,0.8345218225804549,4.661891950294061,23,1,1,High,0.411274893807675
EMP1556,Data Science,26,Female,10,4,45,33,7,0.8005264311159177,4.106560297490492,21,2,1,Medium,0.0
EMP1557,Sales,47,Male,11,5,41,60,3,0.8901807306186297,1.9133233463732418,21,0,1,Medium,0.2723381799755339
EMP1558,HR,49,Male,8,2,59,67,7,0.8704865463077683,1.0992373201702632,5,1,2,Medium,0.795871922660763
EMP1559,Engineering,23,Female,2,5,55,99,6,0.9109819667650818,2.535095721422495,24,2,1,High,0.17151182181787802
EMP1560,Marketing,27,Male,11,5,44,42,2,0.8376082185177571,1.5661954039512933,18,1,1,Low,0.6082202926262797
EMP1561,Sales,30,Female,11,4,45,25,3,0.971933109533295,3.8415505897531923,24,1,1,Medium,0.0
EMP1562,Finance,54,Non-Binary,13,2,49,31,5,0.8515510431256219,3.644522347302867,15,2,1,Medium,0.07540858050384985
EMP1563,Sales,46,Male,3,4,53,66,4,0.8452859210175301,1.1758865664858194,7,1,1,Medium,0.3841680387404622
EMP1564,Finance,34,Female,12,1,50,71,2,0.8961428112968712,4.346375116523804,12,2,1,Medium,0.186803292495911
EMP1565,HR,30,Female,3,1,56,91,4,0.8997702047488548,1.994973065164729,14,1,1,Medium,0.7996087490704922
EMP1566,Finance,34,Female,10,2,55,80,8,0.8430170457570186,2.728908301964169,21,0,1,Medium,0.07004970631581635
EMP1567,Marketing,52,Non-Binary,11,5,54,99,5,0.8543721453451831,3.6717349418229697,12,0,1,Medium,0.0
EMP1568,Engineering,32,Female,1,4,46,81,5,0.833941047831049,2.7176751474090133,5,1,1,Medium,0.050308925333666245
EMP1569,Finance,25,Non-Binary,6,4,52,79,3,0.9436920356646333,2.7651512111997736,24,0,1,Medium,0.027509347694375415
EMP1570,Finance,55,Female,2,2,57,39,8,0.9540178062508164,1.2625119813429615,11,1,2,Medium,0.7943493875340792
EMP1571,Engineering,59,Male,1,2,47,32,6,0.8924656994918565,2.6057741970400152,13,0,1,Medium,0.0
EMP1572,Marketing,25,Male,2,1,39,41,2,0.9428174045370035,4.0593915728799335,16,0,1,Medium,0.0
EMP1573,Sales,59,Female,12,3,38,95,2,0.9471870783874892,4.660705348746391,13,0,0,Medium,0.028235266397965253
EMP1574,Finance,40,Male,6,2,48,66,9,0.8276551055355618,2.653988548253487,24,2,2,High,0.06289391096964736
EMP1575,Engineering,27,Female,14,3,42,18,7,0.9932356049669073,2.6943433075163155,7,1,1,Medium,0.0
EMP1576,HR,55,Female,4,2,43,40,9,0.9642063894192863,3.8105084252946084,8,1,1,High,0.028726792912079243
EMP1577,Engineering,39,Male,6,5,59,80,6,0.8408966922391647,4.771088004421106,14,2,2,High,0.3962085321867231
EMP1578,HR,34,Female,12,5,53,18,5,0.8372330071492141,2.068243760957441,8,0,1,Medium,0.009852602490538785
EMP1579,Marketing,44,Female,9,1,37,22,1,0.8251322291159165,2.7605768261517474,13,2,1,Low,0.1799555017322775
EMP1580,Sales,40,Female,13,1,39,67,6,0.8276757125083837,4.183892974209204,5,1,1,Medium,0.0017972579368308247
EMP1581,Engineering,32,Male,10,3,55,12,6,0.9496323598057392,3.438774277496154,9,0,0,Medium,0.26980404568174265
EMP1582,Data Science,22,Male,12,2,52,44,3,0.8939308513903247,1.442345375855819,13,1,1,Low,0.6311634298807426
EMP1583,Finance,45,Male,10,4,35,30,3,0.9565868345479734,3.510930942249063,9,1,0,Medium,0.06452969584310429
EMP1584,Marketing,28,Female,8,1,42,73,3,0.9492509788700411,1.7469851383893076,10,1,1,Medium,0.44380236053280975
EMP1585,Engineering,46,Male,1,4,53,61,3,0.9209225427010443,3.0408637363136166,23,2,0,Medium,0.0
EMP1586,Finance,42,Female,13,4,51,43,7,0.9372733213157359,3.116413070641754,12,0,2,Medium,0.1293989213291668
EMP1587,Engineering,36,Male,8,2,51,44,2,0.8036711448758284,4.50481344889994,14,1,1,Medium,0.0
EMP1588,HR,22,Male,9,3,45,24,2,0.8623555293610045,2.8499770960497526,15,0,1,Low,0.3055054548942552
EMP1589,Engineering,33,Female,6,2,36,15,3,0.9275644358518821,2.117769688943577,17,1,1,Low,0.16657930019335512
EMP1590,Data Science,28,Female,10,1,40,94,7,0.8018689906972489,1.9238653928641263,24,1,1,Medium,0.3040027480855959
EMP1591,Engineering,36,Male,5,4,56,41,3,0.8065953887365187,4.4970075067373445,8,2,1,Medium,0.4365396208236193
EMP1592,Engineering,42,Male,6,2,48,61,7,0.9703775964940766,1.6840434176729135,15,0,1,Medium,0.2895331643897894
EMP1593,Data Science,40,Male,13,2,37,92,9,0.9368049723384144,2.703474243532575,16,1,1,High,0.053564022501660924
EMP1594,Marketing,50,Female,6,2,46,37,4,0.8530739466240689,1.748692459707788,9,1,1,Medium,0.2805841343908684
EMP1595,Engineering,46,Female,9,1,38,94,7,0.9375925680237418,4.0932161604575015,14,2,1,High,0.0
EMP1596,Data Science,54,Male,4,3,46,73,9,0.9584913338278527,2.897490559898476,11,2,1,High,0.0
EMP1597,Finance,53,Male,2,2,47,88,8,0.8613588566220203,2.404574762227248,13,1,1,High,0.28241670094027294
EMP1598,HR,56,Male,11,1,36,87,8,0.8072074754998375,2.4443985625058673,13,2,2,Medium,0.0
EMP1599,HR,59,Female,11,4,36,28,9,0.9865558249375469,4.408856826891918,14,1,1,High,0.0009813740396404323
EMP1600,Engineering,47,Non-Binary,9,5,49,24,5,0.8690359676591262,3.2150958171777524,14,2,1,Medium,0.11433042743300137
EMP1601,Marketing,32,Male,2,1,57,15,5,0.8212963526569413,3.8714714045250544,6,1,1,Medium,0.5036385908587026
EMP1602,Marketing,56,Female,10,5,51,82,3,0.8983713742786295,4.588154065002739,8,0,2,Medium,0.08513421221731372
EMP1603,Finance,29,Male,9,2,41,93,5,0.9536935591328268,4.606966704162568,12,1,0,Medium,0.0
EMP1604,Engineering,35,Male,2,2,48,47,8,0.8443294629235119,2.3140362173514526,18,1,1,Medium,0.1351088946337002
EMP1605,HR,31,Female,12,1,46,35,5,0.8538980100266726,4.809805052585541,21,1,1,Medium,0.09133910908021826
EMP1606,Marketing,23,Female,8,5,51,91,4,0.8485429973597167,1.0995035280584218,17,1,1,Medium,0.42122996176604766
EMP1607,Engineering,30,Female,9,2,48,60,8,0.9983346105663357,2.5073422440646627,22,1,1,Medium,0.024058075772659213
EMP1608,Marketing,24,Female,12,4,40,82,7,0.8394807467461085,4.583195430035366,22,2,1,High,0.0
EMP1609,Data Science,42,Male,10,3,53,62,6,0.9151040433932248,2.0985475192679317,17,0,1,Medium,0.0
EMP1610,Marketing,47,Female,9,3,58,65,5,0.9850529283313929,2.0923258012852735,12,1,1,Medium,0.5237150975478717
EMP1611,HR,29,Male,10,2,40,68,5,0.8293793137755558,2.210489140327555,16,1,1,Medium,0.13122079936015318
EMP1612,Sales,23,Female,9,5,52,79,2,0.99417083957354,3.449253539387689,5,2,2,Medium,0.0
EMP1613,Finance,27,Male,2,2,58,87,4,0.9894954468791249,2.753331102457415,24,2,1,Medium,0.38462148348538083
EMP1614,Finance,49,Female,4,5,39,67,8,0.9769143974116525,3.9069393454133703,22,1,1,High,0.0
EMP1615,HR,50,Male,7,4,58,97,8,0.8429113042660005,4.579642570258663,7,1,1,High,0.396734409625969
EMP1616,Marketing,47,Male,12,5,58,22,1,0.9268110112021967,3.6967974997714426,16,1,0,Medium,0.4064294878587582
EMP1617,Engineering,46,Female,2,2,40,52,2,0.952178294592248,1.817866880790302,23,1,1,Low,0.6946861461646181
EMP1618,Marketing,33,Male,1,4,36,85,5,0.997205585639286,4.730727609442009,17,1,1,High,0.0
EMP1619,HR,26,Female,3,1,42,60,9,0.8360847644162741,2.057971493389914,14,2,0,High,0.0
EMP1620,Finance,55,Male,12,3,49,28,7,0.9532051799038593,1.5995771813126325,19,1,1,Medium,0.5236619742142976
EMP1621,Marketing,58,Male,4,2,49,30,5,0.8677602339854227,1.3598691154438436,24,0,0,Low,0.5537355258118702
EMP1622,Finance,36,Male,8,2,45,92,1,0.8351252931136005,3.2535349626646624,6,1,1,Medium,0.0
EMP1623,Engineering,57,Male,6,2,56,33,6,0.884275388242771,1.4550498499226072,23,1,1,Medium,0.751487005790013
EMP1624,Finance,36,Female,11,4,56,35,8,0.9587671824297233,1.555103536450523,7,0,2,Medium,0.7669947264756
EMP1625,Finance,44,Male,2,1,58,54,7,0.8929699607408105,2.2001219223819866,18,1,1,Medium,0.5554962727725765
EMP1626,Sales,27,Female,9,5,35,37,2,0.9075046200406097,2.1266120387378553,11,0,1,Low,0.29248262123767377
EMP1627,Sales,42,Female,14,1,52,91,5,0.9990318820400242,3.416958041328569,12,2,1,Medium,0.11475206166322423
EMP1628,Data Science,44,Male,2,4,46,38,4,0.8798218599114852,4.266981117890726,15,1,1,Medium,0.08199736423467861
EMP1629,Sales,37,Female,13,2,46,26,9,0.923080150941848,4.04539862481157,24,1,1,Medium,0.09462436716153141
EMP1630,Finance,36,Female,12,3,59,77,1,0.8730488403230744,2.049937818865907,10,2,1,Medium,0.3311917873419682
EMP1631,HR,46,Female,5,2,45,53,6,0.878557129265741,1.9812419919439197,15,1,1,Medium,0.3801397844646516
EMP1632,Finance,57,Male,12,5,42,70,3,0.9391281506890816,4.86316612042787,21,0,2,Medium,0.0
EMP1633,HR,32,Male,4,3,41,77,9,0.9875773952189767,1.0329449663678405,14,1,0,Medium,0.3789511969462967
EMP1634,HR,36,Female,13,2,57,83,5,0.9084717900984643,4.518882132240863,21,0,1,Medium,0.4684104990934741
EMP1635,Sales,25,Female,7,3,55,34,6,0.953679985789756,1.7989140764896199,6,0,1,Medium,0.4134583284812247
EMP1636,Marketing,42,Female,8,1,36,76,9,0.8178413117633928,4.789137292359071,10,0,1,High,0.13114808189602953
EMP1637,Engineering,34,Male,5,4,45,11,9,0.8422316074863854,2.369229139310079,9,1,1,Medium,0.0
EMP1638,Sales,43,Female,10,2,56,98,8,0.9004263281839066,2.7614070955730092,8,0,1,Medium,0.450023835069824
EMP1639,Sales,40,Male,14,5,44,58,9,0.804002344725755,3.828482455777524,6,1,1,High,0.0
EMP1640,Marketing,55,Female,14,1,37,79,4,0.8505709957525118,3.3506762058930413,16,2,1,Medium,0.009417646917364228
EMP1641,Engineering,35,Male,5,2,54,35,6,0.9034802579649932,2.2717573188272913,7,1,1,Medium,0.07403334225564788
EMP1642,Finance,25,Female,2,1,44,81,5,0.8029922396512602,3.215323663471294,10,2,1,Medium,0.0
EMP1643,Data Science,48,Male,8,5,52,36,5,0.8529092572452084,3.922827537451545,18,1,0,Medium,0.05511266040869559
EMP1644,Data Science,50,Male,14,2,48,98,4,0.9028061638951739,1.1693397836099684,12,1,0,Medium,0.3040267665167066
EMP1645,Finance,49,Female,2,5,52,27,2,0.9146298495962492,1.0447972210228165,18,1,2,Low,0.43363100218036177
EMP1646,Sales,56,Male,10,3,58,63,6,0.9851503386110612,2.8322677562915652,7,0,2,Medium,0.4557029622487803
EMP1647,Engineering,29,Male,12,5,42,10,9,0.9290691246501216,1.5273464712140568,20,0,1,Medium,0.5744010234075733
EMP1648,Sales,37,Male,6,3,44,70,1,0.8829471605059988,3.6573771658588576,19,1,1,Medium,0.0
EMP1649,HR,57,Female,8,2,56,12,7,0.9860702354266135,1.8562098249097367,11,1,2,Medium,0.9222194180106795
EMP1650,Sales,51,Female,6,3,47,77,6,0.9569765966775589,2.731404427182684,19,1,1,Medium,0.004342340881641101
EMP1651,Sales,39,Male,4,2,55,50,3,0.8400017842225496,1.7906837474970758,17,2,1,Medium,0.2664308478306924
EMP1652,Finance,23,Female,13,2,42,46,1,0.826168472269764,3.193934342996498,10,1,1,Low,0.08684946986478376
EMP1653,Finance,34,Female,4,4,38,60,4,0.9351623271485466,1.4642138375382756,19,1,1,Medium,0.40157847733606505
EMP1654,Finance,25,Male,6,2,38,24,9,0.9119766331153968,1.092427411149921,21,1,1,Medium,0.35955377120758963
EMP1655,Data Science,47,Female,14,3,39,17,2,0.9579347227585512,1.2045265524267887,8,2,1,Low,0.46870870232417616
EMP1656,HR,46,Female,13,4,35,47,3,0.9477610100157373,4.81703376606124,18,2,1,Medium,0.0
EMP1657,Finance,51,Female,4,4,51,92,2,0.925042306771503,1.5691448744437433,19,2,1,Medium,0.3153280672073494
EMP1658,Engineering,32,Male,8,2,36,65,2,0.9972764343257785,3.833913012547341,16,1,2,Medium,0.019380900833111826
EMP1659,Data Science,28,Female,9,5,42,56,8,0.9067179460220818,1.271704816891305,23,1,1,Medium,0.39935992473968623
EMP1660,Marketing,52,Female,1,5,41,99,3,0.822621151300344,1.4326414089407287,14,1,1,Medium,0.3498762042499922
EMP1661,Engineering,31,Male,13,4,49,19,7,0.9656547129631977,3.0355050056373387,10,1,0,Medium,0.02018871942914828
EMP1662,Engineering,34,Male,4,2,59,87,8,0.8503706724691418,2.8594837206173747,13,2,0,High,0.5040026719862688
EMP1663,Finance,52,Male,4,5,39,58,3,0.9554604296287836,4.806321237759478,6,0,1,Medium,0.03941265104341479
EMP1664,Marketing,28,Male,2,2,36,50,2,0.9914214192000103,4.779341812082949,8,2,1,Medium,0.0
EMP1665,Marketing,57,Female,6,2,41,92,8,0.9393591027928683,4.11843457016986,13,0,1,High,0.09280720066606889
EMP1666,Data Science,41,Male,3,4,42,39,3,0.9192060321899602,3.408407320509399,19,2,0,Medium,0.0
EMP1667,Marketing,25,Male,7,4,41,14,7,0.8920772351350081,2.819841269572044,17,1,2,Medium,0.0
EMP1668,HR,28,Female,13,1,41,80,1,0.8728819731990807,2.4247141373136842,24,1,1,Low,0.1798912064399632
EMP1669,Finance,22,Male,11,5,48,92,6,0.8706009501943672,4.788350187902221,12,1,1,High,0.0
EMP1670,Marketing,34,Non-Binary,11,5,55,40,9,0.9272745411419181,3.411635245698742,23,1,1,Medium,0.0
EMP1671,Data Science,43,Male,5,5,52,61,3,0.9502546233875492,3.316290110743978,23,1,0,Medium,0.0
EMP1672,HR,42,Male,4,3,40,97,7,0.9357034138968829,1.9276044870756595,20,1,1,High,0.5912178047662954
EMP1673,Sales,43,Male,5,2,38,32,6,0.8396820202387125,1.1867912715404523,15,0,1,Medium,0.3062586211563687
EMP1674,Sales,49,Male,8,4,44,57,8,0.8987974360286982,4.780754319038177,14,0,1,High,0.1586114131421312
EMP1675,HR,30,Male,3,5,52,49,3,0.9583280144366126,2.2549410353786157,12,0,1,Medium,0.003808450571949245
EMP1676,Data Science,47,Female,14,1,46,15,3,0.8951408156378112,2.770356093297835,5,1,0,Low,0.2564864132155959
EMP1677,HR,30,Non-Binary,7,5,50,47,4,0.9073246559470988,1.4585597743428274,14,2,1,Medium,0.35112002016490684
EMP1678,Finance,36,Male,14,2,59,50,3,0.9542272096341644,4.347697319637168,22,2,2,Medium,0.4207929691961675
EMP1679,Finance,31,Female,6,2,41,36,9,0.9322530612530183,1.1105273314237225,7,1,0,Medium,0.46504896399884366
EMP1680,Sales,45,Female,12,4,40,84,4,0.8818689841764785,4.335963048396386,15,1,1,Medium,0.06645524143941822
EMP1681,Marketing,29,Female,1,3,39,78,6,0.9790825422388438,1.5611400511518672,22,1,2,Medium,0.4774773390074357
EMP1682,Data Science,45,Male,13,4,37,66,8,0.8325134137326957,4.546256450524608,7,1,1,High,0.0
EMP1683,Sales,37,Male,7,5,46,26,8,0.999103289718065,3.9190905493446295,12,1,1,Medium,0.0
EMP1684,Marketing,47,Male,14,1,49,80,5,0.8237705156952475,1.6586810500292204,18,1,1,Medium,0.24058236747323966
EMP1685,Marketing,48,Female,13,4,44,56,5,0.8029899942208478,3.2632719714378724,10,0,1,Medium,0.05232190111769367
EMP1686,Finance,58,Female,7,3,54,88,6,0.978003780229753,2.250625257420878,19,0,1,Medium,0.10823787113234427
EMP1687,Engineering,25,Male,14,4,53,22,7,0.8489907016731912,1.7129323956463338,18,0,1,Medium,0.561598167991793
EMP1688,Engineering,45,Male,12,2,50,20,7,0.9459399254893441,4.436728797644434,11,1,0,Medium,0.030517263458050777
EMP1689,HR,40,Female,1,5,45,99,4,0.9622030749864139,2.6140910660289176,14,0,1,Medium,0.0
